iter	Passed	Remaining
1614	10239	623757
1615	10245	623746
1616	10251	623758
1617	10271	624546
1618	10347	628777
1619	10354	628801
1620	10360	628788
1621	10366	628780
1622	10373	628773
1623	10379	628768
1624	10385	628750
1625	10391	628713
1626	10397	628689
1627	10404	628668
1628	10410	628641
1629	10416	628612
1630	10422	628587
1631	10428	628557
1632	10434	628527
1633	10440	628502
1634	10446	628484
1635	10452	628464
1636	10458	628436
1637	10464	628416
1638	10470	628387
1639	10476	628355
1640	10482	628327
1641	10489	628306
1642	10495	628281
1643	10501	628253
1644	10507	628225
1645	10513	628194
1646	10519	628174
1647	10525	628139
1648	10531	628109
1649	10537	628074
1650	10543	628052
1651	10549	628016
1652	10555	627994
1653	10561	627983
1654	10567	627960
1655	10573	627934
1656	10579	627909
1657	10585	627874
1658	10591	627836
1659	10597	627807
1660	10603	627784
1661	10609	627760
1662	10615	627741
1663	10621	627716
1664	10628	627692
1665	10634	627664
1666	10640	627647
1667	10646	627624
1668	10652	627591
1669	10658	627563
1670	10664	627535
1671	10670	627520
1672	10676	627487
1673	10682	627469
1674	10688	627442
