iter	Passed	Remaining
1105	10085	901840
1106	10092	901633
1107	10100	901502
1108	10107	901332
1109	10115	901219
1110	10123	901077
1111	10130	900898
1112	10139	900831
1113	10148	900865
1114	10155	900685
1115	10162	900494
1116	10174	900660
1117	10239	905638
1118	10247	905487
1119	10255	905379
1120	10262	905187
1121	10269	905034
1122	10278	905011
1123	10286	904850
1124	10292	904590
1125	10300	904460
1126	10308	904348
1127	10314	904129
1128	10323	904038
1129	10331	903947
1130	10341	903994
1131	10353	904269
1132	10363	904297
1133	10372	904272
1134	10382	904332
1135	10393	904492
1136	10403	904606
1137	10412	904547
1138	10419	904410
1139	10428	904333
1140	10436	904253
1141	10443	904072
1142	10452	904057
1143	10461	903967
1144	10468	903801
1145	10477	903807
1146	10489	904035
1147	10505	904629
1148	10515	904679
1149	10525	904752
1150	10536	904856
1151	10544	904754
1152	10552	904694
1153	10561	904606
1154	10569	904577
1155	10579	904642
1156	10590	904782
1157	10604	905194
1158	10616	905395
1159	10625	905338
1160	10640	905835
1161	10651	905974
1162	10659	905934
1163	10669	905964
1164	10677	905831
1165	10685	905727
1166	10692	905568
1167	10700	905434
1168	10708	905364
1169	10720	905587
1170	10729	905570
1171	10737	905414
1172	10746	905412
1173	10757	905526
1174	10766	905563
1175	10777	905693
1176	10785	905588
1177	10792	905414
1178	10801	905320
1179	10810	905302
1180	10818	905267
1181	10827	905207
1182	10838	905322
1183	10846	905268
1184	10855	905237
1185	10863	905113
1186	10873	905190
1187	10882	905131
1188	10890	905063
1189	10897	904895
1190	10904	904700
1191	10915	904808
1192	10925	904870
1193	10934	904870
1194	10945	904970
1195	10954	904994
1196	10964	905044
1197	10974	905091
1198	10984	905172
1199	10995	905318
1200	11006	905439
1201	11018	905667
1202	11029	905816
1203	11044	906269
1204	11057	906583
1205	11072	907005
1206	11082	907121
1207	11099	907702
1208	11109	907757
1209	11119	907863
1210	11128	907826
1211	11138	907895
1212	11147	907881
1213	11159	908046
1214	11169	908140
1215	11182	908455
1216	11193	908598
1217	11204	908680
1218	11215	908861
1219	11266	912233
1220	11307	914794
1221	11316	914743
1222	11324	914669
1223	11331	914469
1224	11339	914339
1225	11347	914220
1226	11354	914044
1227	11362	913924
1228	11369	913739
1229	11377	913612
1230	11385	913483
1231	11393	913384
1232	11402	913353
1233	11410	913270
1234	11418	913164
1235	11426	913069
1236	11434	912909
1237	11443	912891
1238	11451	912774
1239	11458	912615
1240	11465	912421
1241	11473	912304
1242	11480	912142
1243	11487	911965
1244	11495	911803
1245	11504	911781
1246	11512	911738
1247	11520	911597
1248	11528	911494
1249	11535	911320
1250	11544	911244
1251	11551	911088
1252	11559	910983
1253	11567	910889
1254	11575	910744
1255	11582	910590
1256	11589	910390
1257	11599	910447
1258	11606	910282
1259	11614	910154
1260	11621	909992
1261	11628	909831
1262	11636	909668
1263	11643	909545
1264	11651	909397
1265	11659	909301
1266	11667	909206
1267	11681	909569
1268	11689	909454
1269	11698	909480
1270	11708	909484
1271	11717	909496
1272	11726	909414
1273	11734	909375
1274	11747	909601
1275	11756	909637
1276	11766	909618
1277	11773	909487
1278	11781	909351
1279	11789	909256
1280	11796	909104
1281	11805	909066
1282	11815	909082
1283	11823	908988
1284	11831	908933
1285	11839	908816
1286	11847	908714
1287	11857	908724
1288	11864	908544
1289	11871	908388
1290	11878	908259
1291	11885	908061
1292	11892	907885
1293	11900	907749
1294	11908	907690
1295	11916	907530
1296	11927	907701
1297	11937	907719
1298	11945	907651
1299	11953	907527
1300	11960	907402
1301	11968	907292
1302	11976	907172
1303	11983	906974
1304	11990	906857
1305	11998	906754
1306	12005	906574
1307	12013	906449
1308	12020	906273
1309	12027	906127
1310	12038	906256
1311	12046	906133
1312	12053	905977
1313	12061	905838
1314	12069	905753
1315	12076	905614
1316	12084	905495
1317	12092	905418
1318	12100	905291
1319	12107	905159
1320	12115	905012
1321	12122	904867
1322	12129	904705
1323	12137	904595
1324	12145	904466
1325	12152	904302
1326	12159	904157
1327	12166	904016
1328	12174	903885
1329	12182	903796
1330	12192	903823
1331	12199	903702
1332	12207	903579
1333	12214	903436
1334	12222	903336
1335	12229	903177
1336	12237	903070
1337	12247	903086
1338	12254	902937
1339	12261	902799
1340	12270	902726
1341	12279	902728
1342	12287	902623
1343	12365	907657
1344	12375	907738
1345	12382	907557
1346	12389	907376
1347	12396	907243
1348	12404	907130
1349	12412	907054
1350	12421	906986
1351	12429	906879
1352	12436	906766
1353	12443	906606
1354	12452	906532
1355	12460	906445
1356	12468	906331
1357	12475	906209
1358	12483	906132
1359	12492	906102
1360	12500	906010
1361	12508	905883
1362	12516	905784
1363	12523	905636
1364	12531	905551
1365	12539	905434
1366	12549	905482
1367	12557	905408
1368	12566	905338
1369	12573	905205
1370	12585	905404
1371	12592	905205
1372	12599	905050
1373	12606	904900
1374	12613	904742
1375	12620	904560
1376	12629	904539
1377	12636	904416
1378	12644	904262
1379	12651	904153
1380	12659	904037
1381	12666	903899
1382	12675	903831
1383	12684	903819
1384	12697	904066
1385	12703	903880
1386	12712	903801
1387	12726	904155
1388	12739	904429
1389	12749	904513
1390	12762	904773
1391	12772	904807
1392	12784	904982
1393	12795	905101
1394	12804	905108
1395	12827	906043
1396	12838	906174
1397	12854	906630
1398	12864	906690
1399	12878	907016
1400	12897	907660
1401	12907	907763
1402	12919	907931
1403	12929	907958
1404	12939	908010
1405	12947	907904
1406	12957	907982
1407	12969	908133
1408	12981	908342
1409	13012	909881
1410	13035	910846
1411	13052	911340
1412	13059	911212
1413	13071	911335
1414	13080	911338
1415	13091	911457
1416	13099	911372
1417	13113	911664
1418	13121	911578
1419	13130	911573
1420	13139	911497
1421	13151	911702
1422	13164	911961
1423	13178	912279
